0,true
1,true
2,true
3,false
4,true
5,false
6,true
7,false
8,false
9,false
10,false
11,false
12,false
13,false
14,false
15,false
16,false
17,false
18,true
19,false
20,false
21,true
22,true
23,false
24,false
25,false
26,false
27,false
28,false
29,true
30,true
31,true
32,true
33,true
34,false
35,true
36,false
37,false
38,false
39,false
40,true
41,true
42,true
43,true
44,true
45,false
46,false
47,true
48,false
49,false
50,true
51,true
52,true
53,true
54,true
55,true
56,false
57,true
58,true
59,false
60,false
61,false
62,true
63,false
64,false
65,false
66,false
67,false
68,true
69,false
70,false
71,true
72,false
73,false
74,false
75,false
76,false
77,false
78,true
79,false
80,false
81,false
82,true
83,false
84,true
85,false
86,false
87,true
88,false
89,true
90,false
91,true
92,false
93,false
94,true
95,true
96,true
97,false
98,true
99,false
